"","pvalues","AMPLIFIED_DELETERIOUS/(AMPLIFIED_DELETERIOUS+AMPLIFIED_WT)","NON_AMPLIFIED_DELETERIOUS/(NON_AMPLIFIED_DELETERIOUS+NON_AMPLIFIED_WT)","tp_flags","Mutational_Freq"
"RF00019.36",1,0,0,"FALSE",0
"SNORA31",1,0,0,"FALSE",0
"RNA5SP389",1,0,0,"FALSE",0
"RNU6.633P",1,0,0,"FALSE",0
"RNU4.15P",1,0,0,"FALSE",0
"RF00019.37",1,0,0,"FALSE",0
"RNU1.70P",1,0,0,"FALSE",0
"SNORD115.25",1,0,0,"FALSE",0
"RF00019.38",1,0,0,"FALSE",0
"RNU6.1313P",1,0,0,"FALSE",0
"RNU1.94P",1,0,0,"FALSE",0
"RNU6.247P",1,0,0,"FALSE",0
"RNA5SP110",1,0,0,"FALSE",0
"RNA5SP477",1,0,0,"FALSE",0
"RNU6.212P",1,0,0,"FALSE",0
"RNU6.235P",1,0,0,"FALSE",0
"RF00019.39",1,0,0,"FALSE",0
"RF00019.40",1,0,0,"FALSE",0
"RNU6.386P",1,0,0,"FALSE",0
"RNA5SP226",1,0,0,"FALSE",0
"RNA5SP295",1,0,0,"FALSE",0
"RNU6.462P",1,0,0,"FALSE",0
"RF00019.41",1,0,0,"FALSE",0
"RNA5SP305",1,0,0,"FALSE",0
"RNU6.315P",1,0,0,"FALSE",0
"RF00019.42",1,0,0,"FALSE",0
"RNA5SP195",1,0,0,"FALSE",0
"RF00019.43",1,0,0,"FALSE",0
"RF00019.44",1,0,0,"FALSE",0
"RNU6.545P",1,0,0,"FALSE",0
"RF00092.2",1,0,0,"FALSE",0
"RNA5SP361",1,0,0,"FALSE",0
"RNU6.37P",1,0,0,"FALSE",0
"RNA5SP502",1,0,0,"FALSE",0
"RF00019.45",1,0,0,"FALSE",0
"RF00264.1",1,0,0,"FALSE",0
"RF00019.46",1,0,0,"FALSE",0
"RNU5A.1",1,0,0,"FALSE",0
"RNU6.228P",1,0,0,"FALSE",0
"RF00414",1,0,0,"FALSE",0
"RNA5SP174",1,0,0,"FALSE",0
"SNORD18C",1,0,0,"FALSE",0
"SNORD114.1",1,0,0,"FALSE",0
"RNU6.822P",1,0,0,"FALSE",0
"RF00019.47",1,0,0,"FALSE",0
"RF00019.48",1,0,0,"FALSE",0
"RNA5SP119",1,0,0,"FALSE",0
"RF00019.49",1,0,0,"FALSE",0
"RNA5SP321",1,0,0,"FALSE",0
"SNORD114.14",1,0,0,"FALSE",0
"RNU6.1301P",1,0,0,"FALSE",0
"RF00019.50",1,0,0,"FALSE",0
"RNU6.859P",1,0,0,"FALSE",0
"RNU6.562P",1,0,0,"FALSE",0
"RNU6.951P",1,0,0,"FALSE",0
"RNY4P24",1,0,0,"FALSE",0
"RNA5SP124",1,0,0,"FALSE",0
"RNA5SP258",1,0,0,"FALSE",0
"RN7SKP20",1,0,0,"FALSE",0
"RNU6.989P",1,0,0,"FALSE",0
"RNU6.1010P",1,0,0,"FALSE",0
"RNU1.14P",1,0,0,"FALSE",0
"RF00019.51",1,0,0,"FALSE",0
"SNORD33",1,0,0,"FALSE",0
"RF00092.3",1,0,0,"FALSE",0
"RNU4.79P",1,0,0,"FALSE",0
"RF00019.52",1,0,0,"FALSE",0
"RF00019.53",1,0,0,"FALSE",0
"RNA5SP319",1,0,0,"FALSE",0
"RN7SKP294",1,0,0,"FALSE",0
"RNU4.90P",1,0,0,"FALSE",0
"RNU6.1330P",1,0,0,"FALSE",0
"RNU6.1272P",1,0,0,"FALSE",0
"RNU1.35P",1,0,0,"FALSE",0
"RNU6.1266P",1,0,0,"FALSE",0
"SNORD3G",1,0,0,"FALSE",0
"RF00019.54",1,0,0,"FALSE",0
"RF00019.55",1,0,0,"FALSE",0
"RNU4.21P",1,0,0,"FALSE",0
"SNORD16",1,0,0,"FALSE",0
"RNU6.862P",1,0,0,"FALSE",0
"RF00019.56",1,0,0,"FALSE",0
"RF00019.57",1,0,0,"FALSE",0
"RN7SKP185",1,0,0,"FALSE",0
"RNU1.38P",1,0,0,"FALSE",0
"RN7SKP173",1,0,0,"FALSE",0
"RNU6.1128P",1,0,0,"FALSE",0
"RNU6.446P",1,0,0,"FALSE",0
"RF00019.58",1,0,0,"FALSE",0
"RNU6.223P",1,0,0,"FALSE",0
"RF00019.59",1,0,0,"FALSE",0
"RNU6.170P",1,0,0,"FALSE",0
"SNORD115.29",1,0,0,"FALSE",0
"RF00019.60",1,0,0,"FALSE",0
"RNU4.23P",1,0,0,"FALSE",0
"RF00019.61",1,0,0,"FALSE",0
"RF00019.62",1,0,0,"FALSE",0
"SNORD115.2",1,0,0,"FALSE",0
"RF00096",1,0,0,"FALSE",0
"RF00019.63",1,0,0,"FALSE",0
"RF00019.64",1,0,0,"FALSE",0
"RN7SKP74",1,0,0,"FALSE",0
"RNU6.655P",1,0,0,"FALSE",0
"RN7SKP95",1,0,0,"FALSE",0
"RNU6.1079P",1,0,0,"FALSE",0
"RF00019.65",1,0,0,"FALSE",0
"RNA5SP307",1,0,0,"FALSE",0
"RNU6.227P",1,0,0,"FALSE",0
"RNU6.552P",1,0,0,"FALSE",0
"RF00019.66",1,0,0,"FALSE",0
"SNORD36A",1,0,0,"FALSE",0
"RF00019.67",1,0,0,"FALSE",0
"SNORD104",1,0,0,"FALSE",0
"RF00019.68",1,0,0,"FALSE",0
"RF00019.69",1,0,0,"FALSE",0
"RF00019.70",1,0,0,"FALSE",0
"RF00019.71",1,0,0,"FALSE",0
"RNU6.363P",1,0,0,"FALSE",0
"RNU6.78P",1,0,0,"FALSE",0
"RNA5SP426",1,0,0,"FALSE",0
"RNU1.76P",1,0,0,"FALSE",0
"RF00019.72",1,0,0,"FALSE",0
"RF00019.73",1,0,0,"FALSE",0
"SNORD115.9",1,0,0,"FALSE",0
"RF00275",1,0,0,"FALSE",0
"RNU6.1287P",1,0,0,"FALSE",0
"SNORA52",1,0,0,"FALSE",0
"RNA5SP188",1,0,0,"FALSE",0
"SNORA80C",1,0,0,"FALSE",0
"RNY3P2",1,0,0,"FALSE",0
"RNU6.836P",1,0,0,"FALSE",0
"RNU6.451P",1,0,0,"FALSE",0
"RNU6.1233P",1,0,0,"FALSE",0
"RNU6.924P",1,0,0,"FALSE",0
"RF00019.74",1,0,0,"FALSE",0
"SNORD114.5",1,0,0,"FALSE",0
"RF00019.75",1,0,0,"FALSE",0
"RNU6.1159P",1,0,0,"FALSE",0
"RNA5SP383",1,0,0,"FALSE",0
"RNU1.134P",1,0,0,"FALSE",0
"RNA5SP491",1,0,0,"FALSE",0
"RNA5SP374",1,0,0,"FALSE",0
"RNU6.428P",1,0,0,"FALSE",0
"RNU6.1260P",1,0,0,"FALSE",0
"RF00560",1,0,0,"FALSE",0
"RNU6.199P",1,0,0,"FALSE",0
"RNU6.1290P",1,0,0,"FALSE",0
"RN7SKP291",1,0,0,"FALSE",0
"RF00019.76",1,0,0,"FALSE",0
"SNORD115.21",1,0,0,"FALSE",0
"RNU1.47P",1,0,0,"FALSE",0
"RNA5SP71",1,0,0,"FALSE",0
"RNA5SP150",1,0,0,"FALSE",0
"RF00019.77",1,0,0,"FALSE",0
"RNA5SP358",1,0,0,"FALSE",0
"RNA5SP375",1,0,0,"FALSE",0
"RNU1.72P",1,0,0,"FALSE",0
"RNU5F.6P",1,0,0,"FALSE",0
"RF00012.1",1,0,0,"FALSE",0
"RNU6.490P",1,0,0,"FALSE",0
"RF00012.2",1,0,0,"FALSE",0
"RF00278",1,0,0,"FALSE",0
"RNU6.1120P",1,0,0,"FALSE",0
"RNU6.582P",1,0,0,"FALSE",0
"RF00019.78",1,0,0,"FALSE",0
"RNU6.495P",1,0,0,"FALSE",0
"RF00019.79",1,0,0,"FALSE",0
"RF00019.80",1,0,0,"FALSE",0
"RF00019.81",1,0,0,"FALSE",0
"RNU6.942P",1,0,0,"FALSE",0
"RNA5SP452",1,0,0,"FALSE",0
"RF00019.82",1,0,0,"FALSE",0
"RN7SKP149",1,0,0,"FALSE",0
"RNU1.120P",1,0,0,"FALSE",0
"RNU6.888P",1,0,0,"FALSE",0
"RF00019.83",1,0,0,"FALSE",0
"RN7SKP90",1,0,0,"FALSE",0
"RF00019.84",1,0,0,"FALSE",0
"RNU6.330P",1,0,0,"FALSE",0
"RNU6.249P",1,0,0,"FALSE",0
"RF00019.85",1,0,0,"FALSE",0
"RNU1.17P",1,0,0,"FALSE",0
"RF00494.1",1,0,0,"FALSE",0
"RF00019.86",1,0,0,"FALSE",0
"RF00019.87",1,0,0,"FALSE",0
"RNA5SP463",1,0,0,"FALSE",0
"RF00019.88",1,0,0,"FALSE",0
"RNU6.1273P",1,0,0,"FALSE",0
"RNU6.492P",1,0,0,"FALSE",0
"RNU5B.2P",1,0,0,"FALSE",0
"RNA5S10",1,0,0,"FALSE",0
"RF00019.89",1,0,0,"FALSE",0
"RF00019.90",1,0,0,"FALSE",0
"RF00019.91",1,0,0,"FALSE",0
"SNORD114.16",1,0,0,"FALSE",0
"RNU4.44P",1,0,0,"FALSE",0
"RNU6.161P",1,0,0,"FALSE",0
"RNU6.1252P",1,0,0,"FALSE",0
"RF01848",1,0,0,"FALSE",0
"RNA5SP405",1,0,0,"FALSE",0
"RNU1.18P",1,0,0,"FALSE",0
"RNY1P16",1,0,0,"FALSE",0
"RF00136",1,0,0,"FALSE",0
"RF00019.92",1,0,0,"FALSE",0
"RF00019.93",1,0,0,"FALSE",0
"RN7SKP75",1,0,0,"FALSE",0
"SNORD114.19",1,0,0,"FALSE",0
"RNU6.653P",1,0,0,"FALSE",0
"RF00019.94",1,0,0,"FALSE",0
"RNA5SP443",1,0,0,"FALSE",0
"RF00410",1,0,0,"FALSE",0
"SNORD115.14",1,0,0,"FALSE",0
"SNORD1B",1,0,0,"FALSE",0
"RF00019.95",1,0,0,"FALSE",0
"RNU6.605P",1,0,0,"FALSE",0
"RF00019.96",1,0,0,"FALSE",0
"SNORD115.19",1,0,0,"FALSE",0
"SNORD115.3",1,0,0,"FALSE",0
"RNU6.797P",1,0,0,"FALSE",0
"RN7SKP243",1,0,0,"FALSE",0
"RF00045",1,0,0,"FALSE",0
"RF00019.97",1,0,0,"FALSE",0
"RNA5SP264",1,0,0,"FALSE",0
"RNU6.486P",1,0,0,"FALSE",0
"VTRNA1.1",1,0,0,"FALSE",0
"RNA5SP145",1,0,0,"FALSE",0
"RNU6.986P",1,0,0,"FALSE",0
"RF00019.98",1,0,0,"FALSE",0
"RF00019.99",1,0,0,"FALSE",0
"RNU6.623P",1,0,0,"FALSE",0
"RNA5SP448",1,0,0,"FALSE",0
"RF00019.100",1,0,0,"FALSE",0
"RF00096.1",1,0,0,"FALSE",0
"RNA5SP98",1,0,0,"FALSE",0
"RNU6.642P",1,0,0,"FALSE",0
"RNU6.403P",1,0,0,"FALSE",0
"RNU4.73P",1,0,0,"FALSE",0
"RNA5SP65",1,0,0,"FALSE",0
"RF00019.101",1,0,0,"FALSE",0
"RF00019.102",1,0,0,"FALSE",0
"RN7SKP115",1,0,0,"FALSE",0
"RNU6.812P",1,0,0,"FALSE",0
"RF00019.103",1,0,0,"FALSE",0
"RF00279",1,0,0,"FALSE",0
"RF00019.104",1,0,0,"FALSE",0
"RN7SKP63",1,0,0,"FALSE",0
"RNA5SP218",1,0,0,"FALSE",0
"RF00019.105",1,0,0,"FALSE",0
"RF00019.106",1,0,0,"FALSE",0
"RNU4.58P",1,0,0,"FALSE",0
"RF00415",1,0,0,"FALSE",0
"RNY4P9",1,0,0,"FALSE",0
"RF00019.107",1,0,0,"FALSE",0
"RNU4.80P",1,0,0,"FALSE",0
"RF00287",1,0,0,"FALSE",0
"RF00402.2",1,0,0,"FALSE",0
"RNA5SP326",1,0,0,"FALSE",0
"SNORD68",1,0,0,"FALSE",0
"RF00019.108",1,0,0,"FALSE",0
"RNU6.433P",1,0,0,"FALSE",0
"SNORA73B",1,0,0,"FALSE",0
"SNORD114.31",1,0,0,"FALSE",0
"RF00019.109",1,0,0,"FALSE",0
"RN7SKP163",1,0,0,"FALSE",0
"RNU6.181P",1,0,0,"FALSE",0
"RNU6.1167P",1,0,0,"FALSE",0
"RNU6.508P",1,0,0,"FALSE",0
"RNU6.252P",1,0,0,"FALSE",0
"RNU6.251P",1,0,0,"FALSE",0
"RNU6.984P",1,0,0,"FALSE",0
"RNU6.1249P",1,0,0,"FALSE",0
"RNU6.774P",1,0,0,"FALSE",0
"RF00275.1",1,0,0,"FALSE",0
"RF00432",1,0,0,"FALSE",0
"RNA5SP123",1,0,0,"FALSE",0
"RF00019.110",1,0,0,"FALSE",0
"RF00019.111",1,0,0,"FALSE",0
"RF00019.112",1,0,0,"FALSE",0
"RN7SKP77",1,0,0,"FALSE",0
"RNU6.1021P",1,0,0,"FALSE",0
"RF00019.113",1,0,0,"FALSE",0
"RNY1P10",1,0,0,"FALSE",0
"RNU6.778P",1,0,0,"FALSE",0
"RF00019.114",1,0,0,"FALSE",0
"RNU6.544P",1,0,0,"FALSE",0
"RF00181",1,0,0,"FALSE",0
"RN7SKP231",1,0,0,"FALSE",0
"RNU6.216P",1,0,0,"FALSE",0
"RNU6.23P",1,0,0,"FALSE",0
"RNU5B.1",1,0,0,"FALSE",0
"RN7SKP145",1,0,0,"FALSE",0
"RF00019.115",1,0,0,"FALSE",0
"SNORD115.18",1,0,0,"FALSE",0
"RF00019.116",1,0,0,"FALSE",0
"RNA5SP350",1,0,0,"FALSE",0
"RNU5D.1",1,0,0,"FALSE",0
"RF00019.117",1,0,0,"FALSE",0
"RF00019.118",1,0,0,"FALSE",0
"RF00019.119",1,0,0,"FALSE",0
"RNU6.1309P",1,0,0,"FALSE",0
"RNU1.19P",1,0,0,"FALSE",0
"RF00019.120",1,0,0,"FALSE",0
"RNU6.238P",1,0,0,"FALSE",0
"RNU1.20P",1,0,0,"FALSE",0
"RNU6.832P",1,0,0,"FALSE",0
"RF00096.2",1,0,0,"FALSE",0
"RNU1.21P",1,0,0,"FALSE",0
"RN7SKP211",1,0,0,"FALSE",0
"RF00019.121",1,0,0,"FALSE",0
"RNU1.22P",1,0,0,"FALSE",0
"RF00284",1,0,0,"FALSE",0
"RF00019.122",1,0,0,"FALSE",0
"RF00019.123",1,0,0,"FALSE",0
"RNY4P27",1,0,0,"FALSE",0
"RNU6.992P",1,0,0,"FALSE",0
"SNORD113.6",1,0,0,"FALSE",0
"RNU6.745P",1,0,0,"FALSE",0
"RNU6.839P",1,0,0,"FALSE",0
"RNU6.697P",1,0,0,"FALSE",0
"RNU6.179P",1,0,0,"FALSE",0
"RF00012.3",1,0,0,"FALSE",0
"RNU6.626P",1,0,0,"FALSE",0
"RNA5SP382",1,0,0,"FALSE",0
"RNA5SP197",1,0,0,"FALSE",0
"RNU1.23P",1,0,0,"FALSE",0
"RF00443.1",1,0,0,"FALSE",0
"RF00156",1,0,0,"FALSE",0
"RNA5SP133",1,0,0,"FALSE",0
"RF00019.124",1,0,0,"FALSE",0
"RN7SKP79",1,0,0,"FALSE",0
"RNA5SP263",1,0,0,"FALSE",0
"RNU6.254P",1,0,0,"FALSE",0
"RNA5SP214",1,0,0,"FALSE",0
"RNU6.1147P",1,0,0,"FALSE",0
"RF00019.125",1,0,0,"FALSE",0
"RNU6.529P",1,0,0,"FALSE",0
"RNU6.536P",1,0,0,"FALSE",0
"RF00019.126",1,0,0,"FALSE",0
"RNU6.97P",1,0,0,"FALSE",0
"SNORD35A",1,0,0,"FALSE",0
"RF00019.127",1,0,0,"FALSE",0
"RF00019.128",1,0,0,"FALSE",0
"RNU6.66P",1,0,0,"FALSE",0
"RNU6.838P",1,0,0,"FALSE",0
"RNU4.32P",1,0,0,"FALSE",0
"RNA5SP199",1,0,0,"FALSE",0
"RNA5SP352",1,0,0,"FALSE",0
"SNORD114.10",1,0,0,"FALSE",0
"RNU6.624P",1,0,0,"FALSE",0
"RF00019.129",1,0,0,"FALSE",0
"RF00019.130",1,0,0,"FALSE",0
"RF00425",1,0,0,"FALSE",0
"RF00019.131",1,0,0,"FALSE",0
"RNA5SP393",1,0,0,"FALSE",0
"RF00340",1,0,0,"FALSE",0
"RNU6.527P",1,0,0,"FALSE",0
"RNU1.83P",1,0,0,"FALSE",0
"RF00019.132",1,0,0,"FALSE",0
"RNA5SP483",1,0,0,"FALSE",0
"RNU6.940P",1,0,0,"FALSE",0
"RNU6.1255P",1,0,0,"FALSE",0
"RF00019.133",1,0,0,"FALSE",0
"RF00019.134",1,0,0,"FALSE",0
"RNA5SP215",1,0,0,"FALSE",0
"RN7SKP255",1,0,0,"FALSE",0
"RNA5.8SP7",1,0,0,"FALSE",0
"RF00019.135",1,0,0,"FALSE",0
"RF00012.4",1,0,0,"FALSE",0
"SNORA63",1,0,0,"FALSE",0
"RF00019.136",1,0,0,"FALSE",0
"RNA5SP391",1,0,0,"FALSE",0
"RNA5SP62",1,0,0,"FALSE",0
"RNU6.183P",1,0,0,"FALSE",0
"RF00019.137",1,0,0,"FALSE",0
"RF00019.138",1,0,0,"FALSE",0
"RNA5SP333",1,0,0,"FALSE",0
"RNU1.49P",1,0,0,"FALSE",0
"RNU1.105P",1,0,0,"FALSE",0
"RNA5S8",1,0,0,"FALSE",0
"RF00019.139",1,0,0,"FALSE",0
"RNU6.485P",1,0,0,"FALSE",0
"RNU6.1285P",1,0,0,"FALSE",0
"RF00019.140",1,0,0,"FALSE",0
"SNORA71D",1,0,0,"FALSE",0
"RF00139",1,0,0,"FALSE",0
"RNU6.833P",1,0,0,"FALSE",0
"RNU6.792P",1,0,0,"FALSE",0
"RF00019.141",1,0,0,"FALSE",0
"RNU6.511P",1,0,0,"FALSE",0
"SNORD113.8",1,0,0,"FALSE",0
"RNU6.666P",1,0,0,"FALSE",0
"RNA5S17",1,0,0,"FALSE",0
"RNU5E.8P",1,0,0,"FALSE",0
"RNU5E.10P",1,0,0,"FALSE",0
"RF00275.2",1,0,0,"FALSE",0
"RNU5B.4P",1,0,0,"FALSE",0
"RN7SKP45",1,0,0,"FALSE",0
"RNA5S4",1,0,0,"FALSE",0
"RF00406",1,0,0,"FALSE",0
"RNU6.618P",1,0,0,"FALSE",0
"RNU6.509P",1,0,0,"FALSE",0
"RF00019.142",1,0,0,"FALSE",0
"RF00019.143",1,0,0,"FALSE",0
"RNU6.698P",1,0,0,"FALSE",0
"SNORA38B",1,0,0,"FALSE",0
"RF00019.144",1,0,0,"FALSE",0
"SNORD115.24",1,0,0,"FALSE",0
"RNU6.1099P",1,0,0,"FALSE",0
"SNORD114.23",1,0,0,"FALSE",0
"RNU6.1169P",1,0,0,"FALSE",0
"RNA5SP74",1,0,0,"FALSE",0
"RNA5SP346",1,0,0,"FALSE",0
"SNORD114.26",1,0,0,"FALSE",0
"RF00092.4",1,0,0,"FALSE",0
"RF00019.145",1,0,0,"FALSE",0
"RF00019.146",1,0,0,"FALSE",0
"RF00279.1",1,0,0,"FALSE",0
"RNU6.1155P",1,0,0,"FALSE",0
"RF00019.147",1,0,0,"FALSE",0
"RF00019.148",1,0,0,"FALSE",0
"RNU4.81P",1,0,0,"FALSE",0
"RF00019.149",1,0,0,"FALSE",0
"RNA5.8SP2",1,0,0,"FALSE",0
"RF00019.150",1,0,0,"FALSE",0
"RNU6.799P",1,0,0,"FALSE",0
"RNU6.1066P",1,0,0,"FALSE",0
"RNU6.1339P",1,0,0,"FALSE",0
"RNU6.1085P",1,0,0,"FALSE",0
"RF00019.151",1,0,0,"FALSE",0
"RNU6.1112P",1,0,0,"FALSE",0
"RNU6.1097P",1,0,0,"FALSE",0
"RNU6.727P",1,0,0,"FALSE",0
"SNORD118",1,0,0,"FALSE",0
"RNA5SP403",1,0,0,"FALSE",0
"RNU6.112P",1,0,0,"FALSE",0
"RNU6.1125P",1,0,0,"FALSE",0
"RN7SKP44",1,0,0,"FALSE",0
"RNA5SP507",1,0,0,"FALSE",0
"RN7SKP162",1,0,0,"FALSE",0
"SNORD115.41",1,0,0,"FALSE",0
"SNORD114.28",1,0,0,"FALSE",0
"RNU6.1017P",1,0,0,"FALSE",0
"RNU6.1244P",1,0,0,"FALSE",0
"RF00019.152",1,0,0,"FALSE",0
"SNORD115.11",1,0,0,"FALSE",0
"RNA5SP322",1,0,0,"FALSE",0
"RN7SKP203",1,0,0,"FALSE",0
"RF00012.5",1,0,0,"FALSE",0
"RF00019.153",1,0,0,"FALSE",0
"RNU6.1205P",1,0,0,"FALSE",0
"RF00096.3",1,0,0,"FALSE",0
"RF00019.154",1,0,0,"FALSE",0
"SNORD115.5",1,0,0,"FALSE",0
"RF00019.155",1,0,0,"FALSE",0
"RF00019.156",1,0,0,"FALSE",0
"RNA5SP378",1,0,0,"FALSE",0
"RNU6.1214P",1,0,0,"FALSE",0
"RF00019.157",1,0,0,"FALSE",0
"RNU6.957P",1,0,0,"FALSE",0
"RNU6.1209P",1,0,0,"FALSE",0
"RNY4P14",1,0,0,"FALSE",0
"RNA5SP457",1,0,0,"FALSE",0
"RNU6.1331P",1,0,0,"FALSE",0
"SNORD35B",1,0,0,"FALSE",0
"SNORA33",1,0,0,"FALSE",0
"RF00402.3",1,0,0,"FALSE",0
"RNY4P6",1,0,0,"FALSE",0
"RF00012.6",1,0,0,"FALSE",0
"RF00019.158",1,0,0,"FALSE",0
"RF00012.7",1,0,0,"FALSE",0
"RF00019.159",1,0,0,"FALSE",0
"RNU6.137P",1,0,0,"FALSE",0
"RF00019.160",1,0,0,"FALSE",0
"RF00019.161",1,0,0,"FALSE",0
"RNU6.1020P",1,0,0,"FALSE",0
"RNU6.525P",1,0,0,"FALSE",0
"RNU6.103P",1,0,0,"FALSE",0
"RNA5SP429",1,0,0,"FALSE",0
"RNU6.288P",1,0,0,"FALSE",0
"RNU6.640P",1,0,0,"FALSE",0
"SNORD115.39",1,0,0,"FALSE",0
"RNU5F.7P",1,0,0,"FALSE",0
"RNU6.829P",1,0,0,"FALSE",0
"RNU6.1284P",1,0,0,"FALSE",0
"RF00019.162",1,0,0,"FALSE",0
"RNU6.414P",1,0,0,"FALSE",0
"RF00019.163",1,0,0,"FALSE",0
"RNA5SP514",1,0,0,"FALSE",0
"RF00019.164",1,0,0,"FALSE",0
"SNORD115.33",1,0,0,"FALSE",0
"RNU6.824P",1,0,0,"FALSE",0
"RNU1.87P",1,0,0,"FALSE",0
"RF00019.165",1,0,0,"FALSE",0
"RNA5SP50",1,0,0,"FALSE",0
"RF00019.166",1,0,0,"FALSE",0
"SNORD114.11",1,0,0,"FALSE",0
"RF00019.167",1,0,0,"FALSE",0
"SNORD114.25",1,0,0,"FALSE",0
"RNA5SP349",1,0,0,"FALSE",0
"RF00019.168",1,0,0,"FALSE",0
"RF00019.169",1,0,0,"FALSE",0
"RNA5SP447",1,0,0,"FALSE",0
"RF00409",1,0,0,"FALSE",0
"RNU6.1059P",1,0,0,"FALSE",0
"SNORD18A",1,0,0,"FALSE",0
"RNA5S6",1,0,0,"FALSE",0
"RNA5SP325",1,0,0,"FALSE",0
"RNY1P11",1,0,0,"FALSE",0
"RF00019.170",1,0,0,"FALSE",0
"SNORD113.7",1,0,0,"FALSE",0
"RF00019.171",1,0,0,"FALSE",0
"SNORD114.27",1,0,0,"FALSE",0
"RNU5F.3P",1,0,0,"FALSE",0
"SNORD115.37",1,0,0,"FALSE",0
"RNU6.1210P",1,0,0,"FALSE",0
"RF00019.172",1,0,0,"FALSE",0
"RNU6.226P",1,0,0,"FALSE",0
"RNA5SP114",1,0,0,"FALSE",0
"RF00019.173",1,0,0,"FALSE",0
"RF00402.4",1,0,0,"FALSE",0
"RNU4.92P",1,0,0,"FALSE",0
"SNORA5B",1,0,0,"FALSE",0
"SNORD116.10",1,0,0,"FALSE",0
"RF00019.174",1,0,0,"FALSE",0
"RNU6.1188P",1,0,0,"FALSE",0
"RNU6.912P",1,0,0,"FALSE",0
"RN7SKP174",1,0,0,"FALSE",0
"RN7SKP160",1,0,0,"FALSE",0
"RF00093",1,0,0,"FALSE",0
"SNORD115.4",1,0,0,"FALSE",0
"RNU6.263P",1,0,0,"FALSE",0
"RNU6.379P",1,0,0,"FALSE",0
"RF00019.175",1,0,0,"FALSE",0
"RNY3P3",1,0,0,"FALSE",0
"RNA5SP335",1,0,0,"FALSE",0
"RF00019.176",1,0,0,"FALSE",0
"RF00012.8",1,0,0,"FALSE",0
"RNU6.674P",1,0,0,"FALSE",0
"RF00019.177",1,0,0,"FALSE",0
"RNU6.873P",1,0,0,"FALSE",0
"RF00279.2",1,0,0,"FALSE",0
"RN7SKP93",1,0,0,"FALSE",0
"RNA5SP27",1,0,0,"FALSE",0
"RNA5SP28",1,0,0,"FALSE",0
"RNU6.682P",1,0,0,"FALSE",0
"RF00019.178",1,0,0,"FALSE",0
"RN7SKP103",1,0,0,"FALSE",0
"RNA5SP260",1,0,0,"FALSE",0
"RNU6.931P",1,0,0,"FALSE",0
"SNORD115.8",1,0,0,"FALSE",0
"RNU6.271P",1,0,0,"FALSE",0
"RNU1.124P",1,0,0,"FALSE",0
"RNU6.194P",1,0,0,"FALSE",0
"RF00212",1,0,0,"FALSE",0
"RF00019.179",1,0,0,"FALSE",0
"RNA5SP472",1,0,0,"FALSE",0
"RNA5SP161",1,0,0,"FALSE",0
"RF00019.180",1,0,0,"FALSE",0
"RNU1.31P",1,0,0,"FALSE",0
"RF00019.181",1,0,0,"FALSE",0
"RF00019.182",1,0,0,"FALSE",0
"RF00275.3",1,0,0,"FALSE",0
"RF00019.183",1,0,0,"FALSE",0
"RNA5SP68",1,0,0,"FALSE",0
"RNU6.236P",1,0,0,"FALSE",0
"SNORD115.16",1,0,0,"FALSE",0
"RNU6.884P",1,0,0,"FALSE",0
"RN7SKP113",1,0,0,"FALSE",0
"RNU6.961P",1,0,0,"FALSE",0
"RF00019.184",1,0,0,"FALSE",0
"RF00019.185",1,0,0,"FALSE",0
"RNU6.478P",1,0,0,"FALSE",0
"RNU6.105P",1,0,0,"FALSE",0
"RN7SKP180",1,0,0,"FALSE",0
"SNORD8",1,0,0,"FALSE",0
"RNA5SP234",1,0,0,"FALSE",0
"RF00019.186",1,0,0,"FALSE",0
"RNU1.65P",1,0,0,"FALSE",0
"RNU6.631P",1,0,0,"FALSE",0
"SNORA80A",1,0,0,"FALSE",0
"RN7SKP250",1,0,0,"FALSE",0
"RNU4.1",1,0,0,"FALSE",0
"RNU6.753P",1,0,0,"FALSE",0
"RNU6.770P",1,0,0,"FALSE",0
"RNU1.130P",1,0,0,"FALSE",0
"SNORD115.28",1,0,0,"FALSE",0
"RNA5SP275",1,0,0,"FALSE",0
"RNU1.32P",1,0,0,"FALSE",0
"SNORD115.6",1,0,0,"FALSE",0
"RNU6.595P",1,0,0,"FALSE",0
"RNU6.1091P",1,0,0,"FALSE",0
"SNORA38",1,0,0,"FALSE",0
"RNU6.899P",1,0,0,"FALSE",0
"RNU6.1204P",1,0,0,"FALSE",0
"RF00019.187",1,0,0,"FALSE",0
"SNORD114.2",1,0,0,"FALSE",0
"RNU6.324P",1,0,0,"FALSE",0
"RF00019.188",1,0,0,"FALSE",0
"RN7SKP134",1,0,0,"FALSE",0
"SNORD36B",1,0,0,"FALSE",0
"SNORD114.4",1,0,0,"FALSE",0
"RF00019.189",1,0,0,"FALSE",0
"RNA5SP48",1,0,0,"FALSE",0
"RNU6.82P",1,0,0,"FALSE",0
"RF00019.190",1,0,0,"FALSE",0
"RF00019.191",1,0,0,"FALSE",0
"RF00019.192",1,0,0,"FALSE",0
"RNA5SP499",1,0,0,"FALSE",0
"RF00019.193",1,0,0,"FALSE",0
"RF00019.194",1,0,0,"FALSE",0
"RF00019.195",1,0,0,"FALSE",0
"RN7SKP36",1,0,0,"FALSE",0
"RNU6.457P",1,0,0,"FALSE",0
